"Date","IDSwipes","LDT","Turnstile","Day","Hours","Month","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyRelativeHumidity","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Hour","Minutes","WeekdayCount","Week","Week_Day","End_of_Week","DayTemperature.Date","DayTemperature.Temperature"
2019-10-14, 585,"2019-10-14 06:00:28","DEDM (101.2LB)","Monday","2019-10-14 06","2019-10",30.03,55,NA,NA, 68,"FEW:02 45 SCT:04 150 OVC:08 200",29.34,13.00,"130",NA, 7, 6, 0,"2019-10-14 Monday","2019-10 Monday",1,2019-10-19,2019-10-14,70.93675
2019-10-15, 715,"2019-10-15 06:00:28","DEDM (101.3LB)","Tuesday","2019-10-15 06","2019-10",29.90,72,NA,NA, 94,"BKN:07 9 OVC:08 90",29.21, 8.00,"170",NA, 6, 6, 0,"2019-10-15 Tuesday","2019-10 Tuesday",2,2019-10-19,2019-10-15,80.38182
2019-10-16,1756,"2019-10-16 05:41:15","DEDM (101.2LB)","Wednesday","2019-10-16 05","2019-10",30.18,34,NA,NA, 44,"*",29.49,10.00,"020","23",13, 5,41,"2019-10-16 Wednesday","2019-10 Wednesday",3,2019-10-19,2019-10-16,61.63269
2019-10-17,1259,"2019-10-17 06:00:26","DEDM (101.1LB)","Thursday","2019-10-17 06","2019-10",30.07,45,NA,NA, 77,"SCT:04 240",29.38,13.00,"000",NA, 0, 6, 0,"2019-10-17 Thursday","2019-10 Thursday",4,2019-10-19,2019-10-17,64.69023
2019-10-18,1004,"2019-10-18 06:00:31","DEDM (101.3LB)","Friday","2019-10-18 06","2019-10",29.91,48,NA,NA, 82,"*",29.22,10.00,"130",NA, 8, 6, 0,"2019-10-18 Friday","2019-10 Friday",5,2019-10-19,2019-10-18,69.92629
2019-10-19,   1,"2019-10-19 10:57:55","DEDM (101.3LB)","Saturday","2019-10-19 10","2019-10",29.75,57,NA,NA, 57,"*",29.06,10.00,"230",NA, 6,10,57,"2019-10-19 Saturday","2019-10 Saturday",6,2019-10-19,2019-10-19,73.00000
2019-10-20, 631,"2019-10-20 12:53:53","DEDM (101.1LB)","Sunday","2019-10-20 12","2019-10",29.79,57,NA,NA, 48,NA,NA,10.00,"160",NA,11,12,53,"2019-10-20 Sunday","2019-10 Sunday",0,2019-10-26,2019-10-20,82.73851
2019-10-21,1710,"2019-10-21 05:44:37","DEDM (101.2LB)","Monday","2019-10-21 05","2019-10",29.84,39,NA,NA, 48,NA,NA,10.00,"330","14", 8, 5,44,"2019-10-21 Monday","2019-10 Monday",1,2019-10-26,2019-10-21,64.92515
2019-10-22,1702,"2019-10-22 05:43:59","DEDM (101.3LB)","Tuesday","2019-10-22 05","2019-10",30.19,37,NA,NA, 62,NA,NA,10.00,"000",NA, 0, 5,43,"2019-10-22 Tuesday","2019-10 Tuesday",2,2019-10-26,2019-10-22,66.69506
2019-10-23,1723,"2019-10-23 05:46:14","DEDM (101.3LB)","Wednesday","2019-10-23 05","2019-10",30.09,39,NA,NA, 48,NA,NA,10.00,"180","14",10, 5,46,"2019-10-23 Wednesday","2019-10 Wednesday",3,2019-10-26,2019-10-23,72.06790
2019-10-24,1005,"2019-10-24 05:45:26","DEDM (101.3LB)","Thursday","2019-10-24 05","2019-10",30.02,57,NA,NA, 78,NA,NA,13.00,"150","23",15, 5,45,"2019-10-24 Thursday","2019-10 Thursday",4,2019-10-26,2019-10-24,62.06965
2019-10-25, 846,"2019-10-25 06:00:24","DEDM (101.1LB)","Friday","2019-10-25 06","2019-10",30.08,45,NA,"||RA", 93,NA,NA, 3.00,"300","23",13, 6, 0,"2019-10-25 Friday","2019-10 Friday",5,2019-10-26,2019-10-25,50.26005
2019-10-26, 986,"2019-10-26 08:00:31","DEDM (101.3LB)","Saturday","2019-10-26 08","2019-10",29.90,50,NA,NA, 88,NA,NA,10.00,"320","17",10, 8, 0,"2019-10-26 Saturday","2019-10 Saturday",6,2019-10-26,2019-10-26,58.95132
2019-10-27, 988,"2019-10-27 08:36:36","DEDM (101.3LB)","Sunday","2019-10-27 08","2019-10",29.95,45,NA,NA, 72,NA,NA,10.00,"150",NA, 8, 8,36,"2019-10-27 Sunday","2019-10 Sunday",0,2019-11-02,2019-10-27,69.91498
2019-10-28,1760,"2019-10-28 06:00:29","DEDM (101.3LB)","Monday","2019-10-28 06","2019-10",30.00,54,NA,NA, 88,NA,NA,10.00,"160",NA, 5, 6, 0,"2019-10-28 Monday","2019-10 Monday",1,2019-11-02,2019-10-28,59.77955
2019-10-29,1569,"2019-10-29 05:39:39","DEDM (101.3LB)","Tuesday","2019-10-29 05","2019-10",30.10,43,NA,"||DZ", 93,NA,NA, 2.50,"350","17",11, 5,39,"2019-10-29 Tuesday","2019-10 Tuesday",2,2019-11-02,2019-10-29,46.07457
2019-10-30,1499,"2019-10-30 05:48:37","DEDM (101.3LB)","Wednesday","2019-10-30 05","2019-10",30.01,43,NA,"||RA", 93,NA,NA,10.00,"340",NA,11, 5,48,"2019-10-30 Wednesday","2019-10 Wednesday",3,2019-11-02,2019-10-30,43.10140
2019-10-31, 979,"2019-10-31 05:42:48","DEDM (101.3LB)","Thursday","2019-10-31 05","2019-10",30.46,23,NA,NA, 69,NA,NA,13.00,"330",NA, 8, 5,42,"2019-10-31 Thursday","2019-10 Thursday",4,2019-11-02,2019-10-31,43.42594
2019-11-01, 833,"2019-11-01 06:00:25","DEDM (101.1LB)","Friday","2019-11-01 06","2019-11",30.35,25,NA,NA, 56,"*",29.65,10.00,"160",NA,10, 6, 0,"2019-11-01 Friday","2019-11 Friday",5,2019-11-02,2019-11-01,55.34694
2019-11-02, 527,"2019-11-02 08:00:26","DEDM (101.1LB)","Saturday","2019-11-02 08","2019-11",30.46,34,NA,NA, 58,"*",29.76,10.00,"010",NA, 7, 8, 0,"2019-11-02 Saturday","2019-11 Saturday",6,2019-11-02,2019-11-02,57.04554
2019-11-03, 650,"2019-11-03 10:50:45","DEDM (101.3LB)","Sunday","2019-11-03 10","2019-11",30.24,34,NA,NA, 41,"*",29.54,10.00,"160",NA,10,10,50,"2019-11-03 Sunday","2019-11 Sunday",0,2019-11-09,2019-11-03,62.36000
2019-11-04,1739,"2019-11-04 05:46:45","DEDM (101.3LB)","Monday","2019-11-04 05","2019-11",30.03,50,NA,NA, 77,"*",29.34,10.00,"170","21",14, 5,46,"2019-11-04 Monday","2019-11 Monday",1,2019-11-09,2019-11-04,65.12191
2019-11-05,1480,"2019-11-05 05:30:54","DEDM (101.3LB)","Tuesday","2019-11-05 05","2019-11",30.12,63,NA,NA, 94,NA,NA, 1.00,"080",NA, 6, 5,30,"2019-11-05 Tuesday","2019-11 Tuesday",2,2019-11-09,2019-11-05,62.92703
2019-11-06,1658,"2019-11-06 05:46:25","DEDM (101.2LB)","Wednesday","2019-11-06 05","2019-11",30.22,64,NA,"BR:1 ||", 88,"OVC:08 4",29.52, 5.00,"140",NA, 9, 5,46,"2019-11-06 Wednesday","2019-11 Wednesday",3,2019-11-09,2019-11-06,69.94331
2019-11-07,1136,"2019-11-07 06:00:27","DEDM (101.3LB)","Thursday","2019-11-07 06","2019-11",30.20,52,NA,"RA:02 |RA |RA RA", 94,"BKN:07 8 OVC:08 31",29.51, 7.00,"360","26",15, 6, 0,"2019-11-07 Thursday","2019-11 Thursday",4,2019-11-09,2019-11-07,46.19366
2019-11-08, 945,"2019-11-08 06:00:22","DEDM (101.1LB)","Friday","2019-11-08 06","2019-11",30.46,36,NA,NA, 76,"OVC:08 90",29.76,10.00,"010",NA, 8, 6, 0,"2019-11-08 Friday","2019-11 Friday",5,2019-11-09,2019-11-08,50.17778
2019-11-09, 141,"2019-11-09 11:44:55","DEDM (101.2LB)","Saturday","2019-11-09 11","2019-11",30.28,37,NA,NA, 48,"*",29.58,10.00,"200",NA, 7,11,44,"2019-11-09 Saturday","2019-11 Saturday",6,2019-11-09,2019-11-09,58.98582
2019-11-10, 666,"2019-11-10 12:21:17","DEDM (101.2LB)","Sunday","2019-11-10 12","2019-11",30.06,52,NA,NA, 53,"*",29.37,10.00,"160",NA,10,12,21,"2019-11-10 Sunday","2019-11 Sunday",0,2019-11-16,2019-11-10,67.78829
2019-11-11,1495,"2019-11-11 05:46:50","DEDM (101.2LB)","Monday","2019-11-11 05","2019-11",29.96,59,NA,NA, 83,"OVC:08 18",29.27,10.00,"200",NA, 6, 5,46,"2019-11-11 Monday","2019-11 Monday",1,2019-11-16,2019-11-11,41.35786
2019-11-12,1505,"2019-11-12 00:16:52","DEDM (101.2LB)","Tuesday","2019-11-12 00","2019-11",30.60,15,NA,NA, 59,"CLR:00",29.90,10.00,"360","26",20, 0,16,"2019-11-12 Tuesday","2019-11 Tuesday",2,2019-11-16,2019-11-12,31.71296
2019-11-13,1555,"2019-11-13 05:47:33","DEDM (101.3LB)","Wednesday","2019-11-13 05","2019-11",30.31,18,NA,NA, 64,"*",29.61,10.00,"140",NA, 7, 5,47,"2019-11-13 Wednesday","2019-11 Wednesday",3,2019-11-16,2019-11-13,41.12283
2019-11-14,1165,"2019-11-14 05:47:13","DEDM (101.3LB)","Thursday","2019-11-14 05","2019-11",30.22,28,NA,NA, 61,NA,NA,13.00,"000",NA, 0, 5,47,"2019-11-14 Thursday","2019-11 Thursday",4,2019-11-16,2019-11-14,49.74678
2019-11-15, 920,"2019-11-15 06:01:18","DEDM (101.2LB)","Friday","2019-11-15 06","2019-11",30.44,32,NA,NA, 81,"*",29.74,10.00,"000",NA, 0, 6, 1,"2019-11-15 Friday","2019-11 Friday",5,2019-11-16,2019-11-15,53.26957
2019-11-16, 537,"2019-11-16 08:00:32","DEDM (101.2LB)","Saturday","2019-11-16 08","2019-11",30.27,34,NA,NA, 71,"*",29.57,10.00,"120",NA, 6, 8, 0,"2019-11-16 Saturday","2019-11 Saturday",6,2019-11-16,2019-11-16,56.44879
2019-11-17, 566,"2019-11-17 12:58:28","DEDM (101.1LB)","Sunday","2019-11-17 12","2019-11",30.02,39,NA,NA, 40,"*",29.33,10.00,"280",NA, 6,12,58,"2019-11-17 Sunday","2019-11 Sunday",0,2019-11-23,2019-11-17,58.33569
2019-11-18,1747,"2019-11-18 05:46:34","DEDM (101.1LB)","Monday","2019-11-18 05","2019-11",30.02,37,NA,NA, 71,"*",29.33,10.00,"000",NA, 0, 5,46,"2019-11-18 Monday","2019-11 Monday",1,2019-11-23,2019-11-18,63.04751
2019-11-19,1587,"2019-11-19 05:31:11","DEDM (101.1LB)","Tuesday","2019-11-19 05","2019-11",29.97,39,NA,NA, 71,NA,NA,10.00,"000",NA, 0, 5,31,"2019-11-19 Tuesday","2019-11 Tuesday",2,2019-11-23,2019-11-19,66.12854
2019-11-20,1656,"2019-11-20 05:46:52","DEDM (101.2LB)","Wednesday","2019-11-20 05","2019-11",29.96,57,NA,NA, 88,"OVC:08 7",29.27,10.00,"160","21",15, 5,46,"2019-11-20 Wednesday","2019-11 Wednesday",3,2019-11-23,2019-11-20,70.22947
2019-11-21,1166,"2019-11-21 05:45:29","DEDM (101.1LB)","Thursday","2019-11-21 05","2019-11",29.97,64,NA,NA, 94,NA,NA, 7.00,"150",NA,11, 5,45,"2019-11-21 Thursday","2019-11 Thursday",4,2019-11-23,2019-11-21,71.26158
2019-11-22, 876,"2019-11-22 06:00:26","DEDM (101.1LB)","Friday","2019-11-22 06","2019-11",30.10,45,NA,NA, 93,NA,NA,10.00,"330",NA,11, 6, 0,"2019-11-22 Friday","2019-11 Friday",5,2019-11-23,2019-11-22,46.16553
2019-11-23, 561,"2019-11-23 07:24:13","DEDM (101.2LB)","Saturday","2019-11-23 07","2019-11",30.11,34,NA,NA, 87,"*",29.42,10.00,"000",NA, 0, 7,24,"2019-11-23 Saturday","2019-11 Saturday",6,2019-11-23,2019-11-23,48.51693
2019-11-24, 484,"2019-11-24 03:03:08","DEDM (101.2LB)","Sunday","2019-11-24 03","2019-11",30.09,39,NA,NA, 84,"CLR:00",29.40,10.00,"000",NA, 0, 3, 3,"2019-11-24 Sunday","2019-11 Sunday",0,2019-11-30,2019-11-24,63.53306
2019-11-25,1417,"2019-11-25 05:47:07","DEDM (101.2LB)","Monday","2019-11-25 05","2019-11",29.68,43,NA,NA, 76,NA,NA,10.00,"160",NA, 7, 5,47,"2019-11-25 Monday","2019-11 Monday",1,2019-11-30,2019-11-25,61.68031
2019-11-26, 925,"2019-11-26 06:00:25","DEDM (101.2LB)","Tuesday","2019-11-26 06","2019-11",29.56,59,NA,NA, 78,NA,NA,10.00,"190",NA,11, 6, 0,"2019-11-26 Tuesday","2019-11 Tuesday",2,2019-11-30,2019-11-26,68.74270
2019-11-27, 286,"2019-11-27 06:00:31","DEDM (101.3LB)","Wednesday","2019-11-27 06","2019-11",30.28,27,NA,NA, 53,NA,NA,13.00,"350",NA, 9, 6, 0,"2019-11-27 Wednesday","2019-11 Wednesday",3,2019-11-30,2019-11-27,48.54895
2019-11-30,   1,"2019-11-30 20:36:42","DEDM (101.1LB)","Saturday","2019-11-30 20","2019-11",29.82,34,NA,NA, 34,NA,NA,10.00,"290","17",10,20,36,"2019-11-30 Saturday","2019-11 Saturday",6,2019-11-30,2019-11-30,63.00000
2019-12-01, 337,"2019-12-01 13:00:25","DEDM (101.1LB)","Sunday","2019-12-01 13","2019-12",30.13,23,NA,NA, 27,"*",29.44,10.00,"300","23", 9,13, 0,"2019-12-01 Sunday","2019-12 Sunday",0,2019-12-07,2019-12-01,52.97033
2019-12-02,1440,"2019-12-02 05:43:37","DEDM (101.3LB)","Monday","2019-12-02 05","2019-12",30.30,25,NA,NA, 56,"*",29.60,10.00,"340",NA,10, 5,43,"2019-12-02 Monday","2019-12 Monday",1,2019-12-07,2019-12-02,46.57847
2019-12-03,1550,"2019-12-03 05:32:16","DEDM (101.2LB)","Tuesday","2019-12-03 05","2019-12",30.01,30,NA,NA, 61,"*",29.32,10.00,"160",NA,10, 5,32,"2019-12-03 Tuesday","2019-12 Tuesday",2,2019-12-07,2019-12-03,58.20968
2019-12-04,1511,"2019-12-04 05:45:53","DEDM (101.3LB)","Wednesday","2019-12-04 05","2019-12",30.13,37,NA,NA, 66,"SCT:04 240",29.44,10.00,"000",NA, 0, 5,45,"2019-12-04 Wednesday","2019-12 Wednesday",3,2019-12-07,2019-12-04,59.72469
2019-12-05,1131,"2019-12-05 05:44:14","DEDM (101.3LB)","Thursday","2019-12-05 05","2019-12",29.99,36,NA,NA, 51,"BKN:07 250",29.30,13.00,"170","*",10, 5,44,"2019-12-05 Thursday","2019-12 Thursday",4,2019-12-07,2019-12-05,64.15561
2019-12-06, 891,"2019-12-06 06:00:48","DEDM (101.3LB)","Friday","2019-12-06 06","2019-12",30.05,43,NA,NA, 63,"OVC:08 19",29.36,10.00,"320","28",17, 6, 0,"2019-12-06 Friday","2019-12 Friday",5,2019-12-07,2019-12-06,58.21212
2019-12-07, 508,"2019-12-07 07:27:06","DEDM (101.3LB)","Saturday","2019-12-07 07","2019-12",30.34,34,NA,NA, 81,"*",29.64,10.00,"350",NA, 3, 7,27,"2019-12-07 Saturday","2019-12 Saturday",6,2019-12-07,2019-12-07,55.83268
2019-12-08, 508,"2019-12-08 12:26:26","DEDM (101.3LB)","Sunday","2019-12-08 12","2019-12",29.93,48,NA,NA, 56,"*",29.24,10.00,"170","29",22,12,26,"2019-12-08 Sunday","2019-12 Sunday",0,2019-12-14,2019-12-08,66.93898
2019-12-09,1506,"2019-12-09 05:47:29","DEDM (101.3LB)","Monday","2019-12-09 05","2019-12",29.77,54,NA,NA, 73,"OVC:08 110",29.08,10.00,"210",NA, 7, 5,47,"2019-12-09 Monday","2019-12 Monday",1,2019-12-14,2019-12-09,60.20319
2019-12-10, 505,"2019-12-10 05:32:59","DEDM (101.1LB)","Tuesday","2019-12-10 05","2019-12",30.28,27,NA,NA, 65,"OVC:08 90",29.58,10.00,"010",NA, 8, 5,32,"2019-12-10 Tuesday","2019-12 Tuesday",2,2019-12-14,2019-12-10,41.25347
2019-12-11, 675,"2019-12-11 11:30:41","DEDM (101.3LB)","Wednesday","2019-12-11 11","2019-12",30.57,34,NA,NA, 76,"*",29.87,13.00,"140",NA, 6,11,30,"2019-12-11 Wednesday","2019-12 Wednesday",3,2019-12-14,2019-12-11,45.30074
2019-12-12, 724,"2019-12-12 06:02:04","DEDM (101.2LB)","Thursday","2019-12-12 06","2019-12",30.33,30,NA,NA, 70,NA,NA,13.00,"100",NA, 6, 6, 2,"2019-12-12 Thursday","2019-12 Thursday",4,2019-12-14,2019-12-12,50.30525
2019-12-13, 756,"2019-12-13 06:00:29","DEDM (101.2LB)","Friday","2019-12-13 06","2019-12",29.91,41,NA,NA, 87,NA,NA,10.00,"190",NA, 5, 6, 0,"2019-12-13 Friday","2019-12 Friday",5,2019-12-14,2019-12-13,53.99603
2019-12-14, 534,"2019-12-14 08:00:24","DEDM (101.2LB)","Saturday","2019-12-14 08","2019-12",29.88,41,NA,NA, 93,NA,NA, 5.00,"000",NA, 0, 8, 0,"2019-12-14 Saturday","2019-12 Saturday",6,2019-12-14,2019-12-14,58.39700
2019-12-15, 324,"2019-12-15 12:16:22","DEDM (101.3LB)","Sunday","2019-12-15 12","2019-12",29.78,54,NA,NA, 73,"*",29.09,10.00,"190",NA, 8,12,16,"2019-12-15 Sunday","2019-12 Sunday",0,2019-12-21,2019-12-15,65.41667
2019-12-16, 667,"2019-12-16 06:01:34","DEDM (101.1LB)","Monday","2019-12-16 06","2019-12",30.00,36,NA,NA, 93,NA,NA, 7.00,"330","20",11, 6, 1,"2019-12-16 Monday","2019-12 Monday",1,2019-12-21,2019-12-16,38.35232
2019-12-17, 555,"2019-12-17 06:00:30","DEDM (101.2LB)","Tuesday","2019-12-17 06","2019-12",30.37,27,NA,NA, 86,"*",29.67,13.00,"340","18", 9, 6, 0,"2019-12-17 Tuesday","2019-12 Tuesday",2,2019-12-21,2019-12-17,43.98919
2019-12-18, 390,"2019-12-18 06:04:31","DEDM (101.2LB)","Wednesday","2019-12-18 06","2019-12",30.46,27,NA,NA, 65,"*",29.76,13.00,"000",NA, 0, 6, 4,"2019-12-18 Wednesday","2019-12 Wednesday",3,2019-12-21,2019-12-18,51.74615
2019-12-19, 261,"2019-12-19 06:02:46","DEDM (101.3LB)","Thursday","2019-12-19 06","2019-12",30.38,23,NA,NA, 65,"*",29.68,13.00,"000",NA, 0, 6, 2,"2019-12-19 Thursday","2019-12 Thursday",4,2019-12-21,2019-12-19,49.02299
2019-12-20, 245,"2019-12-20 06:00:27","DEDM (101.2LB)","Friday","2019-12-20 06","2019-12",30.33,28,NA,NA, 53,"SCT:04 38 OVC:08 50",29.63,10.00,"140",NA, 6, 6, 0,"2019-12-20 Friday","2019-12 Friday",5,2019-12-21,2019-12-20,47.57551
2019-12-21,   3,"2019-12-21 01:48:16","DEDM (101.2LB)","Saturday","2019-12-21 01","2019-12",30.34,41,NA,NA, 91,"OVC:08 7",29.64,10.00,"130",NA, 7, 1,48,"2019-12-21 Saturday","2019-12 Saturday",6,2019-12-21,2019-12-21,44.00000
2019-12-27,   2,"2019-12-27 04:32:00","DEDM (101.2LB)","Friday","2019-12-27 04","2019-12",30.11,55,NA,NA, 88,"SCT:04 55",29.42,10.00,"120",NA, 6, 4,32,"2019-12-27 Friday","2019-12 Friday",5,2019-12-28,2019-12-27,58.00000
2019-12-28,   3,"2019-12-28 02:07:07","DEDM (101.3LB)","Saturday","2019-12-28 02","2019-12",29.86,59,NA,NA, 91,"OVC:08 8",29.17,10.00,"140",NA,15, 2, 7,"2019-12-28 Saturday","2019-12 Saturday",6,2019-12-28,2019-12-28,61.00000
2019-12-29,   2,"2019-12-29 01:59:23","DEDM (101.3LB)","Sunday","2019-12-29 01","2019-12",29.78,48,NA,NA, 88,"CLR:00",29.09,10.00,"000",NA, 0, 1,59,"2019-12-29 Sunday","2019-12 Sunday",0,2020-01-04,2019-12-29,52.00000
2019-12-31,   2,"2019-12-31 10:23:18","DEDM (101.1LB)","Tuesday","2019-12-31 10","2019-12",30.32,27,NA,NA, 53,"*",29.62,10.00,"000",NA, 0,10,23,"2019-12-31 Tuesday","2019-12 Tuesday",2,2020-01-04,2019-12-31,49.00000
2020-01-02, 223,"2020-01-02 06:00:30","DEDM (101.3LB)","Thursday","2020-01-02 06","2020-01",29.62,46,NA,NA, 77,"BKN:07 150 BKN:07 180",28.94,10.00,"170",NA, 9, 6, 0,"2020-01-02 Thursday","2020-01 Thursday",4,2020-01-04,2020-01-02,58.80717
2020-01-03, 217,"2020-01-03 06:00:27","DEDM (101.2LB)","Friday","2020-01-03 06","2020-01",29.95,43,NA,NA, 76,"SCT:04 20",29.26,10.00,"330","20",14, 6, 0,"2020-01-03 Friday","2020-01 Friday",5,2020-01-04,2020-01-03,54.18433
2020-01-04, 161,"2020-01-04 07:28:50","DEDM (101.2LB)","Saturday","2020-01-04 07","2020-01",30.27,32,NA,NA, 75,"*",29.57,10.00,"000",NA, 0, 7,28,"2020-01-04 Saturday","2020-01 Saturday",6,2020-01-04,2020-01-04,53.19876
2020-01-05, 131,"2020-01-05 13:00:27","DEDM (101.1LB)","Sunday","2020-01-05 13","2020-01",30.18,30,NA,NA, 24,"*",29.49,13.00,"310",NA, 6,13, 0,"2020-01-05 Sunday","2020-01 Sunday",0,2020-01-11,2020-01-05,63.51145
2020-01-06, 446,"2020-01-06 06:00:28","DEDM (101.2LB)","Monday","2020-01-06 06","2020-01",30.17,32,NA,NA, 70,"*",29.48,10.00,"310",NA, 3, 6, 0,"2020-01-06 Monday","2020-01 Monday",1,2020-01-11,2020-01-06,53.93274
2020-01-07, 461,"2020-01-07 05:23:35","DEDM (101.1LB)","Tuesday","2020-01-07 05","2020-01",30.39,23,NA,NA, 52,"*",29.69,10.00,"330",NA, 7, 5,23,"2020-01-07 Tuesday","2020-01 Tuesday",2,2020-01-11,2020-01-07,54.12798
2020-01-08, 485,"2020-01-08 06:00:28","DEDM (101.1LB)","Wednesday","2020-01-08 06","2020-01",30.30,21,NA,NA, 42,"*",29.60,13.00,"140",NA, 6, 6, 0,"2020-01-08 Wednesday","2020-01 Wednesday",3,2020-01-11,2020-01-08,57.61649
2020-01-09, 489,"2020-01-09 06:01:29","DEDM (101.2LB)","Thursday","2020-01-09 06","2020-01",30.01,55,NA,NA, 83,"OVC:08 13",29.32,10.00,"170","18",10, 6, 1,"2020-01-09 Thursday","2020-01 Thursday",4,2020-01-11,2020-01-09,65.34765
2020-01-10, 442,"2020-01-10 06:00:26","DEDM (101.1LB)","Friday","2020-01-10 06","2020-01",29.86,63,NA,NA, 83,"OVC:08 15",29.17,10.00,"140","21",14, 6, 0,"2020-01-10 Friday","2020-01 Friday",5,2020-01-11,2020-01-10,67.50226
2020-01-11, 290,"2020-01-11 08:00:31","DEDM (101.1LB)","Saturday","2020-01-11 08","2020-01",30.05,30,NA,"UP:09 ||", 87,"OVC:08 12",29.36, 5.00,"300","18",10, 8, 0,"2020-01-11 Saturday","2020-01 Saturday",6,2020-01-11,2020-01-11,36.32414
2020-01-12, 244,"2020-01-12 12:56:55","DEDM (101.1LB)","Sunday","2020-01-12 12","2020-01",30.19,34,NA,NA, 66,"*",29.49,10.00,"170",NA, 7,12,56,"2020-01-12 Sunday","2020-01 Sunday",0,2020-01-18,2020-01-12,52.55738
2020-01-13, 590,"2020-01-13 06:00:34","DEDM (101.3LB)","Monday","2020-01-13 06","2020-01",30.19,43,NA,NA, 93,"OVC:08 4",29.49, 2.00,"130",NA, 8, 6, 0,"2020-01-13 Monday","2020-01 Monday",1,2020-01-18,2020-01-13,56.82034
2020-01-14, 675,"2020-01-14 06:00:31","DEDM (101.3LB)","Tuesday","2020-01-14 06","2020-01",30.11,59,NA,NA, 94,"OVC:08 9",29.42, 7.00,"230",NA, 3, 6, 0,"2020-01-14 Tuesday","2020-01 Tuesday",2,2020-01-18,2020-01-14,65.77185
2020-01-15, 709,"2020-01-15 06:00:29","DEDM (101.1LB)","Wednesday","2020-01-15 06","2020-01",30.03,68,NA,"BR:1 ||", 94,"OVC:08 2",29.34, 4.00,"170",NA, 8, 6, 0,"2020-01-15 Wednesday","2020-01 Wednesday",3,2020-01-18,2020-01-15,71.63752
2020-01-16, 575,"2020-01-16 09:01:37","DEDM (101.2LB)","Thursday","2020-01-16 09","2020-01",30.42,46,NA,"RA:02 |RA |RA RA", 94,"OVC:08 6",29.72, 2.00,"030",NA, 8, 9, 1,"2020-01-16 Thursday","2020-01 Thursday",4,2020-01-18,2020-01-16,51.86783
2020-01-17,1164,"2020-01-17 06:00:29","DEDM (101.2LB)","Friday","2020-01-17 06","2020-01",30.25,50,NA,"BR:1 ||", 94,"OVC:08 3",29.55, 2.00,"110",NA, 7, 6, 0,"2020-01-17 Friday","2020-01 Friday",5,2020-01-18,2020-01-17,55.98196
2020-01-18, 696,"2020-01-18 08:00:32","DEDM (101.2LB)","Saturday","2020-01-18 08","2020-01",30.19,52,NA,NA, 88,"*",29.49,10.00,"320",NA,10, 8, 0,"2020-01-18 Saturday","2020-01 Saturday",6,2020-01-18,2020-01-18,52.53161
2020-01-19, 466,"2020-01-19 12:41:35","DEDM (101.2LB)","Sunday","2020-01-19 12","2020-01",30.57,14,NA,NA, 24,"*",29.87,10.00,"000",NA, 0,12,41,"2020-01-19 Sunday","2020-01 Sunday",0,2020-01-25,2020-01-19,49.62876
2020-01-20, 743,"2020-01-20 08:32:37","DEDM (101.1LB)","Monday","2020-01-20 08","2020-01",30.62,21,NA,NA, 48,"*",29.92,10.00,"060",NA, 5, 8,32,"2020-01-20 Monday","2020-01 Monday",1,2020-01-25,2020-01-20,52.50875
2020-01-21,1630,"2020-01-21 06:00:28","DEDM (101.3LB)","Tuesday","2020-01-21 06","2020-01",30.47,28,NA,NA, 70,"*",29.77,10.00,"070",NA, 5, 6, 0,"2020-01-21 Tuesday","2020-01 Tuesday",2,2020-01-25,2020-01-21,45.59877
2020-01-22,1589,"2020-01-22 05:44:12","DEDM (101.2LB)","Wednesday","2020-01-22 05","2020-01",30.12,37,NA,"-RA:02 BR:1 |RA |RA", 87,"OVC:08 8",29.43, 2.00,"130","23",17, 5,44,"2020-01-22 Wednesday","2020-01 Wednesday",3,2020-01-25,2020-01-22,43.37634
2020-01-23,1432,"2020-01-23 06:00:33","DEDM (101.3LB)","Thursday","2020-01-23 06","2020-01",29.99,45,NA,"BR:1 ||", 93,"OVC:08 3",29.30, 1.00,"330",NA, 9, 6, 0,"2020-01-23 Thursday","2020-01 Thursday",4,2020-01-25,2020-01-23,50.17249
2020-01-24,1258,"2020-01-24 00:02:45","DEDM (101.1LB)","Friday","2020-01-24 00","2020-01",30.11,33,NA,NA, 74,"CLR:00",29.42,10.00,"260",NA, 5, 0, 2,"2020-01-24 Friday","2020-01 Friday",5,2020-01-25,2020-01-24,51.52782
2020-01-25, 782,"2020-01-25 06:53:33","DEDM (101.2LB)","Saturday","2020-01-25 06","2020-01",30.10,30,NA,NA, 57,"*",29.41,10.00,"140",NA,11, 6,53,"2020-01-25 Saturday","2020-01 Saturday",6,2020-01-25,2020-01-25,57.56905
2020-01-26, 913,"2020-01-26 10:54:46","DEDM (101.2LB)","Sunday","2020-01-26 10","2020-01",30.01,50,NA,NA, 88,"OVC:08 5",29.32, 5.00,"310",NA, 5,10,54,"2020-01-26 Sunday","2020-01 Sunday",0,2020-02-01,2020-01-26,58.03505
2020-01-27,1734,"2020-01-27 05:44:47","DEDM (101.3LB)","Monday","2020-01-27 05","2020-01",30.05,48,NA,"FG:2 |FG |FG", 94,"OVC:08 3",29.36, 0.12,"140",NA, 3, 5,44,"2020-01-27 Monday","2020-01 Monday",1,2020-02-01,2020-01-27,53.66494
